id,text,label,sentiment,domain,split
275,タブレットは期待以上。サイズ感と頑丈さのどちらも使いやすく、とても気に入った。,1,高評価,EC商品,validation
276,レビューを見て選んだが、カレンダーアプリは完璧ではなく安定性に難がある。それでもレスポンスが優れていて満足度は高い。,1,高評価,アプリ,train
277,何度か利用してみた。学習アプリを使ってみたが、動作速度が期待外れだった。,0,低評価,アプリ,train
278,SNSアプリは最初操作性が良いと感じたが、使い続けると入力のしやすさの問題が目立ち、評価は下がった。,0,低評価,アプリ,train
279,盛り付けには満足したものの、提供の早さが期待外れだったのでそば屋には低評価を付けたい。,0,低評価,飲食店,train
280,地図アプリは動作速度が良く、かなり満足している。,1,高評価,アプリ,validation
281,回転寿司は期待以上。ドリンクと料理の味のどちらも使いやすく、とても気に入った。,1,高評価,飲食店,test
282,最初の印象では、コメディ映画は演技が安定していて、ストレスなく使えた。,1,高評価,映画,train
283,写真アプリは検索機能が不安定で、かなりストレスを感じた。,0,低評価,アプリ,train
284,最初の印象では、ケーキ店はドリンクが不安定で、かなりストレスを感じた。,0,低評価,飲食店,train
285,接客が全く使えないわけではないが、そば屋を高く評価するほどではない。,0,低評価,飲食店,train
286,最初の印象では、家計簿アプリは値段以上の価値を感じた。特に同期機能が素晴らしい。,1,高評価,アプリ,train
287,スポーツ映画のテンポは悪くない。むしろ使ってみるとかなり満足できた。,1,高評価,映画,train
288,操作感に大きな不満はなく、スピーカーを選んで正解だった。,1,高評価,EC商品,train
289,実際に使ってみると、冒険映画は構成が安定していて、ストレスなく使えた。,1,高評価,映画,train
290,音質は予想以上だったが、そのほかは耐久性が使いにくく不満が残った。,0,低評価,EC商品,test
291,ファンタジー映画は期待以上。キャラクターと世界観のどちらも使いやすく、とても気に入った。,1,高評価,映画,validation
292,アメニティには満足したものの、眺めが期待外れだったので温泉ホテルには低評価を付けたい。,0,低評価,ホテル,train
293,実際に使ってみると、ヘッドホンは組み立てやすさで気になる点もあった。しかし接続の安定性が良く、結果的には買って良かった。,1,高評価,EC商品,train
294,広告の少なさが少し悪くなっているところもあったが、そのほかは起動速度が良く使いやすい。,1,高評価,アプリ,train
295,盛り付けが素晴らしく、さらにスタッフの対応にも満足した。ファミレスをまた選びたい。,1,高評価,飲食店,train
296,評判が良かったので試した。短編映画は期待を裏切らなかった。アクションにも不満はない。,1,高評価,映画,train
297,翻訳アプリは起動速度で気になる点もあった。しかし設定画面が良く、結果的には買って良かった。,1,高評価,アプリ,train
298,設定画面が全く使えないわけではないが、音楽アプリを高く評価するほどではない。,0,低評価,アプリ,train
299,キャラクターは少し悪かったものの、音楽が期待以上だったのでスポーツ映画には高評価を付けたい。,1,高評価,映画,train
300,品質が少し悪くなっているところもあったが、そのほかは音質が良く使いやすい。,1,高評価,EC商品,train
301,天気アプリはアップデートに良い点もあった。しかしデザインに問題があり、結果的にはおすすめしにくい。,0,低評価,アプリ,validation
302,マウスはサイズ感も反応速度も非常に良かった。文句なしで高評価。,1,高評価,EC商品,validation
303,期待して購入した。脚本がとても良かったので、家族向け映画をまた利用したい。,1,高評価,映画,train
304,価格には改善してほしい部分があるが、料理の味はかなり良く、全体としては気に入った。,1,高評価,飲食店,validation
305,温泉旅館は最初浴場が気になったが、使い続けるとWi-Fiの良さが分かり、今は満足している。,1,高評価,ホテル,validation
306,歴史映画はテーマに少し不満があったが、映像は良く、総合的には満足している。,1,高評価,映画,train
307,収納棚を使ってみたが、ネジ穴の精度が期待以上だった。,1,高評価,EC商品,train
308,レビューを見て選んだが、操作性が残念だったので、健康管理アプリはもう利用したくない。,0,低評価,アプリ,train
309,ゲストハウスは期待外れ。チェックアウトと浴場のどちらも使いにくく、がっかりした。,0,低評価,ホテル,test
310,チャットアプリは操作性で気になる点もあった。しかし起動速度が良く、結果的には買って良かった。,1,高評価,アプリ,train
311,ゲストハウスは完璧ではなくチェックアウトに難がある。それでも防音が優れていて満足度は高い。,1,高評価,ホテル,train
